PMID,Title,Abstract,Journal,PubDate,PublicationYear,PublicationMonth,PublicationDay,Authors,AuthorKeywords,DOI,DOI_Link,PMC_Link,Volume,Issue,Language,Country,PublicationTypes,MeSH_Terms,AccessStatus,OA_Type,License,FreePDF_Link
31285653,The Role of Deconstructive Teaching in the Training of Laparoscopy.,"BACKGROUND AND OBJECTIVES: Skills-lab training is crucial for the development of advanced laparoscopic skills. In this study, we examined whether a systematic deconstructive and comprehensive tutoring approach improves training results in laparoscopic suturing and intracorporeal knot tying. METHODS: Sixteen residents in obstetrics and gynecology participating in structured skills-lab laparoscopy training were randomized in 2 equal-sized groups receiving 1-on-1 tutoring either in the traditional method or according to the Peyton's 4-step approach, involving an additional training step, with the trainees instructing the tutor to perform the exercises. A validated assessment tool (revised Objective Structured Assessment of Technical Skills) and the number of completed square knots per training session and the mean time per knot were used to assess the efficacy of training in both groups. RESULTS: Trainees in Peyton's group achieved significantly higher revised Objective Structured Assessment of Technical Skills scores (28.6 vs 23.9 points; P = .05) and were able to improve their scores during autonomous training repetitions, in contrast to the trainees not in Peyton's group (difference +4.75 vs -4.29 points, P = .02). Additionally, they seemed to be able to perform a greater number of successful knots during the exercise and to complete each knot quicker with the later observations failing to reach the threshold of statistical significance. CONCLUSION: Peyton's 4-step approach seemed to be superior for teaching laparoscopic skills to obstetrics and gynecology residents in the skills-lab setting and can be therefore proposed for training curricula.",JSLS : Journal of the Society of Laparoendoscopic Surgeons,2019,2019,,,Dimitrios Balafoutas; Ralf Joukhadar; Matthias Kiesel; Sebastian Häusler; Sanja Loeb; Achim Woeckel; Daniel Herr,Laparoscopic training; Pelvitrainer; Peyton's 4-step approach,10.4293/JSLS.2019.00020,https://doi.org/10.4293/JSLS.2019.00020,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6600054/,23,2,eng,United States,Journal Article; Randomized Controlled Trial,Adult; Clinical Competence; Curriculum; Female; Gynecology/education; Humans; Internship and Residency; Laparoscopy/education; Male; Obstetrics/education; Suture Techniques/education,Open Access,hybrid,cc-by-nc-nd,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6600054/pdf/e2019.00020.pdf
26855110,Comparison of Women in Department Leadership in Obstetrics and Gynecology With Those in Other Specialties.,"OBJECTIVE: To compare the representation of women in obstetrics and gynecology department-based leadership to other clinical specialties while accounting for proportions of women in historical residency cohorts. METHODS: This was a cross-sectional observational study. The gender of department-based leaders (chair, vice chair, division director) and residency program directors was determined from websites of 950 academic departments of anesthesiology, diagnostic radiology, general surgery, internal medicine, neurology, obstetrics and gynecology, pathology, pediatrics, and psychiatry. Each specialty's representation ratio-proportion of leadership roles held by women in 2013 divided by proportion of residents in 1990 who were women-and 95% confidence interval (CI) were calculated. A ratio of 1 indicates proportionate representation. RESULTS: Women were significantly underrepresented among chairs for all specialties (ratios 0.60 or less, P≤.02) and division directors for all specialties except anesthesiology (ratio 1.13, 95% CI 0.87-1.46) and diagnostic radiology (ratio 0.97, 95% CI 0.81-1.16). The representation ratio for vice chair was below 1.0 for all specialties except anesthesiology; this finding reached statistical significance only for pathology, pediatrics, and psychiatry. Women were significantly overrepresented as residency program directors in general surgery, anesthesiology, obstetrics and gynecology, and pediatrics (ratios greater than 1.19, P≤.046). Obstetrics and gynecology and pediatrics had the highest proportions of residents in 1990 and department leaders in 2013 who were women. CONCLUSION: Despite having the largest proportion of leaders who were women, representation ratios demonstrate obstetrics and gynecology is behind other specialties in progression of women to departmental leadership. Women's overrepresentation as residency program directors raises concern because education-based academic tracks may not lead to major leadership roles.",Obstetrics and gynecology,2016 Mar,2016,March,,Lisa G Hofler; Michele R Hacker; Laura E Dodge; Rose Schutzberg; Hope A Ricciotti,,10.1097/AOG.0000000000001290,https://doi.org/10.1097/AOG.0000000000001290,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4764498/,127,3,eng,United States,"Comparative Study; Journal Article; Observational Study; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Cross-Sectional Studies; Female; Gynecology/organization & administration; Humans; Leadership; Male; Obstetrics/organization & administration; Sexism,Closed Access,closed,,
9690154,[Gynecology and obstetrics in the 21st century].,,"Journal de gynecologie, obstetrique et biologie de la reproduction",1998 Jun,1998,June,,R Vokaer,,,,,27,4,fre,France,Editorial; Review,Forecasting; Gynecology/instrumentation; Gynecology/methods; Gynecology/trends; Humans; Obstetrics/instrumentation; Obstetrics/methods; Obstetrics/trends,Unknown,,,
36223862,Video Playback as an Educational Tool for Improving Resident Laparoscopic Performance: A Randomized Controlled Trial.,"STUDY OBJECTIVE: In this single-masked randomized controlled study, we evaluate whether watching video recordings of oneself performing Fundamentals of Laparoscopic Skills (FLS) exercises results in an improvement on the 30-point Global Operative Assessment of Laparoscopic Skills (GOALS) assessment among Obstetrics and Gynecology (Ob/Gyn) residents. DESIGN: Twenty-three Ob/Gyn residents in the 2020-2021 academic year completed the FLS exercises while being timed, video recorded, and receiving real-time feedback from an Ob/Gyn faculty member. Baseline GOALS assessment was completed by participants and faculty. After the intervention, all participants then repeated the FLS exercises while being timed and were again scored using the GOALS assessment. Each participant completed the study in a single session. In addition, all participants completed a pre- and post-test survey. SETTING: University of Louisville Laparoscopic Skills Labortaory. PARTICIPANTS: University of Louisville Ob/Gyn residents in the 2020-2021 academic year. INTERVENTION: Twelve participants were randomized to the intervention and were allowed to watch their video recording in addition to receiving verbal feedback whereas the remaining 11 received verbal feedback only. MEASUREMENTS AND MAIN RESULTS: There were significant improvements in faculty (p <.01) and self-reported GOALS scores (p <.01) when comparing both the intervention and control group with baseline scores. The intervention group improved by 3.2 points more than that of the control group based on masked faculty evaluation (95% confidence interval, 1.4-5.0 points; p <.01). The difference was not significant in resident self-scores. Overall time improved for all participants (15:54 ± 0.21 minutes before and 13:13 ± 0.14 minutes after), but this difference was not significant between the 2 groups. Higher postgraduate year (PGY) residents reported significantly more comfort performing laparoscopic tasks, earned higher GOALS score (faculty and self-scores), and completed the first set of exercises in less time. A significant interaction between PGY and intervention was detected with improvement in GOALS score most strongly associated with PGY4 residents (p <.01). CONCLUSION: Although all learners objectively benefit from watching recordings of themselves performing surgical tasks, advanced learners may benefit the most when video recordings are used as an educational tool.",Journal of minimally invasive gynecology,2023 Jan,2023,January,,Jenna M Warehime; Stacy M Lenger; Xiang Yu Feng; Zebulun Cope; Rehan Feroz; Jeremy Gaskins; Ankita Gupta; Sean Francis; Jennifer Hamm,Education; Laparoscopic; Residency; Video,10.1016/j.jmig.2022.10.002,https://doi.org/10.1016/j.jmig.2022.10.002,,30,1,eng,United States,Randomized Controlled Trial; Journal Article,Humans; Internship and Residency; Clinical Competence; Gynecology/education; Obstetrics/education; Laparoscopy,Closed Access,closed,,
33425332,"Statewide implementation of a quality improvement initiative for reproductive, maternal, newborn and child health and nutritionin Bihar, India.","BACKGROUND: CARE India designed and implemented a comprehensive, statewide quality improvement (QI) initiative to improve reproductive, maternal, newborn, and child health and nutrition (RMNCHN) services in public facilities in Bihar. We provide a description of this initiative and its key results during 2014-2017. METHODS: We reviewed program documents to identify QI strategies employed and ascertain their coverage. We analysed data from: a) two public facility assessments to ascertain the availability of essential equipment and supplies and the distribution of human resources by facility level; b) a four-phase provider mentoring and training intervention covering 319 facilities to examine changes in emergency obstetric and newborn care (EmONC) practices; and c) four state-representative household surveys to explore changes in selected RMNCHN service utilisation by health sector. Associations of interest were ascertained using χ2 tests. RESULTS: Thirty-eight District Quality Assurance Committees and QI teams in 98% of facilities were formed to develop an implementation plan for the QI initiative and oversee its execution. QI strategies were to strengthen facilities' infrastructure; build the state's contracting, procurement, and inventory management capacities; rationalise human resources; improve providers' skills; and modernise data systems. Implementation led to facility infrastructure upgrades, improved clinical staff distribution, and higher availability of equipment and supplies over time, especially in higher-level facilities. Following the mentoring and training intervention in facilities offering both basic and comprehensive EmONC, performance of key practices (eg, adequate administration of uterotonics <1 minute after birth, initiation of skin-to-skin care <5 minutes after birth) improved significantly (P < 0.05). CARE India collected program data and assisted with modernising data systems for tracking human resources, supplies, and program progress statewide. Of women seeking antenatal care, the proportion obtaining key screenings (eg, weight, blood pressure measurements) in public facilities increased over time (P < 0.05). A 6-percentage point decline in home deliveries during 2016-2017 was accompanied by a higher increase of deliveries in public than private facilities (5- vs 1-percentage point; P < 0.05). CONCLUSION: Substantial advances were made in improving RMNCHN service quality in Bihar. Continued improvement building on the established QI platform is expected and should be guided by data from now functional data systems.",Journal of global health,2020 Dec,2020,December,,Andreea A Creanga; Sridhar Srikantiah; Tanmay Mahapatra; Aritra Das; Sunil Sonthalia; Prabir Ranjan Moharana; Aboli Gore; Sanjiv Daulatrao; Rohini Durbha; Sunil Kaul; Christine Galavotti; Anne Laterra; Kevin T Pepper; Gary L Darmstadt; Hemant Shah,,10.7189/jogh.10.021008,https://doi.org/10.7189/jogh.10.021008,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7759019/,10,2,eng,Scotland,Journal Article; Review,"Child Health; Female; Humans; India; Infant Health; Infant, Newborn; Maternal Health; Maternal-Child Health Services; Nutritional Status; Pregnancy; Prenatal Care; Quality Improvement; Reproductive Health",Unknown,,,
34294570,"Professional Address during Obstetrics and Gynecology Grand Rounds Introductions: Setting the Stage, Setting the Standard.","OBJECTIVE: This study aimed to assess gender dynamics during Obstetrics and Gynecology (Ob/Gyn) Grand Rounds. DESIGN: This was an observational cohort study of Ob/Gyn Grand Rounds introductions at a large academic center. Ob/Gyn Grand Rounds introductions from December 2016 to February 2020 were included. Audio and video components of introductions for those with doctorate degrees were reviewed. Each named reference to the presenter and use of descriptors were collected. Statistical analyses included Fisher's exact test for categorical variables and Student's t-test for continuous variables. SETTING: This study was completed at the University of Wisconsin in the Department of Ob/Gyn PARTICIPANTS: Ob/Gyn Grand Rounds introducers who had complete audio and video components of introductions for those with doctorate degrees. RESULTS: Sixty-four Grand Rounds introductions were reviewed; 57 met inclusion criteria. The majority of introducers and presenters were women. Consistent use of ""doctor"" was similar by men and women introducers (50% vs. 29%, p = 0.427). Assistant professors were more likely to maintain professional address during introductions, compared to associate or full professors (86% vs. 0% vs. 10%, p < 0.001). Trainees were less likely than faculty to be addressed professionally at any time during introductions (42% vs. 81%, p = 0.017). Descriptors were used for men and women presenters, though men received more female-gendered descriptors than women (5 vs. 1, p = 0.011). Women introducers used productivity descriptors less often than men introducers (8 [15.1%] vs. 5 [55.6%] (p = 0.015)). CONCLUSIONS: Use of professional address was associated with academic rank, but not gender. Men endorsed and received more descriptors emphasizing accomplishments, highlighting qualifications as an expert. Given the professional environment, all Grand Rounds presenters should be introduced using professional titles.",Journal of surgical education,2021,2021,,,Renee T Sullender; Melissa F Meyer; Emily M Buttigieg; Zachary R Dunton; Amy Godecker; Narjust Duma; Sarah M Temkin; Christine A Heisler,Grand Rounds; Interpersonal and Communication Skills; Obstetrics and Gynecology; Professionalism; Systems-Based Practice; academic medicine; gender bias; unconscious bias; women physicians,10.1016/j.jsurg.2021.06.011,https://doi.org/10.1016/j.jsurg.2021.06.011,,78,6,eng,United States,Journal Article; Observational Study,Female; Gynecology/education; Humans; Male; Obstetrics/education; Physicians; Pregnancy; Teaching Rounds,Closed Access,closed,,
29653261,Assessment of Obstetric and Gynecologic Food and Drug Administration Device Approvals and Recalls.,"STUDY OBJECTIVE: To evaluate and compare the recall rates of obstetric and gynecologic devices approved via the Food and Drug Administration's 510(k) and premarket approval (PMA) processes. DESIGN: A retrospective observational study (Canadian Task Force classification II-2). SETTING: Clinical settings in the United States that use obstetric and gynecologic devices. SUBJECTS: Two thousand two hundred forty-nine Food and Drug Administration-approved obstetric and gynecologic devices that were recalled between November 1, 2002, and December 31, 2017. MEASUREMENTS AND MAIN RESULTS: The class of device, class of recall, date of recall, and original approval process were obtained for each device. These were compared against the total number of approved devices during this time period in the PMA and 510(k) processes. Recall proportions of each process were calculated and compared. A total of 685 devices were approved via the PMA process, and 1564 devices were approved via the 510(k) process in the observed time period. Of these, 1.17% of the PMA-approved devices and 15.98% of the 510(k)-approved devices were recalled (p < .001). There was an overall increase in absolute device recall numbers over time in the 510(k) process, whereas the number of recalls in the PMA process did not change with time. CONCLUSION: The recall event rate for the 510(k) approval process is 13.6 times the rate for the PMA approval process for obstetric and gynecologic devices. Analysis of the results suggests improper device risk classification, inappropriate assignment of the approval process, increased device malfunctions, recalls by the 510(k) process and, therefore, increased risk to patients by these devices. This warrants a call for improvement and increased scrutiny in the 510(k) approval process for devices used in obstetrics and gynecology.",Journal of minimally invasive gynecology,2018,2018,,,Sheena Galhotra; Joseph Maurice,Classification; Instrument; Laparoscopic; Malfunction; Regulation,10.1016/j.jmig.2018.03.029,https://doi.org/10.1016/j.jmig.2018.03.029,,25,7,eng,United States,Journal Article; Observational Study,"Device Approval; Female; Gynecology/instrumentation; Humans; Medical Device Recalls/standards; Obstetrics/instrumentation; Product Surveillance, Postmarketing; Retrospective Studies; United States; United States Food and Drug Administration",Closed Access,closed,,
15887609,Physicians' liability in obstetric and gynecology practice.,"PURPOSE: Litigation in obstetric and gynecologic practice has arisen as an important issue. This article aims to highlight issues related to malpractice in obstetrics and gynecology in order to point out several important aspects of medical practice, which may offer adequate professional protection. METHODS AND MATERIAL: Search of the current relevant literature. RESULTS: The four most common clinical causes of medical litigation in obstetrics and gynecology are cases involving fetal distress, uterine rupture after a vaginal birth in a woman with a previous Cesarean section, shoulder dystocia, and misdiagnosis of breast cancer. Litigation raised in most of the cases is driven by bad outcomes and not by malpractice. Additionally, both juries and the public often expect perfection as the natural result of pregnancy and any deviation from this expectation has to be the result of someone's negligence. For this reason it has become mandatory for doctors in hospitals and private practices to acquire a sufficient knowledge relating to modem management, to document carefully in writing their procedural and management plans and to become familiar with the legal aspects of medical practice. Adequate communication and a written patient's consent form are of paramount importance. CONCLUSION: Maintenance of high standards in daily practice with continuous training, clear communication and a signed Patient's Informed Consent Form along with the appropriate documentation of any procedure carried out may provide professional safety to practicing obstetricians and gynecologists in case of medical litigation.",Medicine and law,2005 Mar,2005,March,,Anna Mavroforou; Evgenios Koumantakis; Emmanuel Michalodimitrakis,,,,,24,1,eng,United States,Journal Article; Review,"Europe; Gynecology/legislation & jurisprudence; Humans; Liability, Legal; Malpractice/legislation & jurisprudence; Obstetrics/legislation & jurisprudence; United States",Unknown,,,
36941138,Resident Burnout Trends During COVID-19: A Retrospective Observational Study.,"OBJECTIVE: This study was designed to assess the effects of the coronavirus disease pandemic on job satisfaction (JS) and burnout among surgical sub-specialty residents. DESIGN: This is a retrospective, observational, survey-based study. We administered a web-based questionnaire to surgical sub-specialty residents, and results were compared to a prior study in 2016. The questionnaire included elements on demographics, JS, burnout, and self-care habits. Basic statistical analyses were used to compare data from 2020 and 2016. SETTING: This study takes place at Robert Wood Johnson University Hospital, a single mid-sized New Jersey-based academic institution. PARTICIPANTS: This survey was sent to all obstetrics and gynecology and general surgery residents from every postgraduate year based out of our institution. The survey was sent to a total of 50 residents across the 2 programs. Forty total residents responded to the survey, with a response rate of 80%. RESULTS: JS was significantly higher in 2020 than 2016 (p < 0.001). There were no differences between postgraduate years for 2020 or 2016 in emotional exhaustion (p = 0.29, p = 0.75), personal accomplishment (p = 0.88, p = 0.26), or depersonalization (p = 0.14, p = 0.59) burnout scores. A total of 0% of residents in 2020 worked fewer than 61 hours per week. Residents in 2020 exercised more (40.0% vs 21.6%), had similar alcohol usage (60%), and had similar diets to residents in 2016. Residents in 2020 were less likely to regret their specialty (7.5% vs 21.6%), consider changing residencies (30.0% vs 37.8%), or consider a career change (15.0% vs 45.9%). CONCLUSIONS: JS scores were significantly higher during the coronavirus disease pandemic. The cancellation of elective surgeries led to a lighter workload for surgical residents. Residents were uncertain of their role during the pandemic, however, new stressors encouraged residents to seek alternative methods for personal wellness.",Journal of surgical education,2023 Jun,2023,June,,Adam D Elwood; Nell MaloneyPatel; Juana Hutchinson-Colas,"burnout; coronavirus, COVID-19, job satisfaction, resident, wellness",10.1016/j.jsurg.2023.02.014,https://doi.org/10.1016/j.jsurg.2023.02.014,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9968607/,80,6,eng,United States,Observational Study; Journal Article,"Humans; COVID-19/epidemiology; Internship and Residency; Gynecology/education; Burnout, Professional/epidemiology; Burnout, Professional/psychology; Obstetrics/education; Surveys and Questionnaires",Open Access,green,,https://www.ncbi.nlm.nih.gov/pmc/articles/9968607
34353570,Making an African American REI physician: a story of mentorship.,Few African American men graduating from medical school find a home as a provider in obstetrics and gynecology. This is a story of mentorship at every level of the medical pipeline and should serve as a primer on how to help future leaders from diverse backgrounds.,Fertility and sterility,2021 Aug,2021,August,,Michael A Thomas,Diversity; inclusion; medical pipeline; mentorship,10.1016/j.fertnstert.2021.06.043,https://doi.org/10.1016/j.fertnstert.2021.06.043,,116,2,eng,United States,Journal Article; Review,Black or African American; Gynecology/education; Humans; Mentors; Obstetrics/education,Open Access,hybrid,cc-by-nc-nd,https://doi.org/10.1016/j.fertnstert.2021.06.043
17765494,Professional misconduct and ethics.,"Quality medical care focuses on achieving the greatest benefit while minimizing the risk of patient harm. This standard can become clouded in the case of a parturient and her fetus. The maternal-fetal relationship is unlike any other faced by physicians due to the fetus' complete physiologic dependence on the mother and because both the fetus and mother are considered patients of the obstetrician. This article reviews the ethical principles in obstetrics and gynecology and the laws and regulations that define professional misconduct. Although professional misconduct and ethics are separate entities, there are times when a physician's conduct must be examined from the standpoint of statutory misconduct and ethical uncertainties.",Clinics in perinatology,2007 Sep,2007,September,,Steven F Seidman,,10.1016/j.clp.2007.03.015,https://doi.org/10.1016/j.clp.2007.03.015,,34,3,eng,United States,Journal Article; Review,"Gynecology/ethics; Gynecology/legislation & jurisprudence; Humans; Obstetrics/ethics; Obstetrics/legislation & jurisprudence; Professional Misconduct/ethics; Professional Misconduct/legislation & jurisprudence; Societies, Medical/ethics; Societies, Medical/legislation & jurisprudence; United States",Closed Access,closed,,
38267130,Obstetric and Gynecologic Care for Individuals with Disabilities.,"This article explores the inequities experienced by individuals with disabilities when accessing obstetric and gynecologic care. The unique needs, abilities, and barriers to care are reviewed, as well as recommendations for provision of care to people with disabilities.",Obstetrics and gynecology clinics of North America,2024 Mar,2024,March,,Kathleen E O'Brien; Monica Woll Rosen; Susan Dwyer Ernst,Disparity; Education; Family planning; Intellectual disability; Physical disability; Reproductive health; Sexuality,10.1016/j.ogc.2023.10.002,https://doi.org/10.1016/j.ogc.2023.10.002,,51,1,eng,United States,Journal Article; Review,Female; Humans; Pregnancy; Persons with Disabilities; Obstetrics; Gynecology; Delivery of Health Care,Closed Access,closed,,
25615599,"Understanding the black box: a systematic review of the measurement of the community mobilization process in evaluations of interventions targeting sexual, reproductive, and maternal health.","Community mobilization (CM) interventions are often used to improve sexual, reproductive, and maternal health (SRMH). This systematic review provides an overview of CM indicators used in evaluation and then focuses on the use of linking constructs-those measures of the process of CM between programmatic outputs and outcomes. We identified 108 English-language articles evaluating 86 CM interventions that target SRMH. Content analysis was used to code CM indicators into five categories: qualitative descriptions of CM; participation, diffusion and community action indicators that measure tangible, programmatic outputs; and linking constructs that capture the process of moving from participation to empowerment. Fifty-five (64.0%) interventions include a CM indicator. Diffusion indicators are most common (56.4%); linking constructs are least common (20.0%). We found 23 linking constructs used in evaluations of 11 interventions, with limited information on psychometric properties available. Three evaluations report positive relationships between linking constructs and condom use, one of which was significant in multivariate analysis. To better understand how CM leads to improved outcomes, we recommend increasing the measurement of linking constructs in evaluations of CM interventions. Research should focus on developing and validating new linking construct indicators and better disseminating existing measurement tools.",Evaluation and program planning,2015 Apr,2015,April,,Lara Altman; Anne K Sebert Kuhlmann; Christine Galavotti,Community action; Community health care; Evaluation studies; Information dissemination; Linking constructs; Maternal health; Reproductive health; Systematic review,10.1016/j.evalprogplan.2014.11.010,https://doi.org/10.1016/j.evalprogplan.2014.11.010,,49,,eng,England,"Journal Article; Research Support, Non-U.S. Gov't; Review; Systematic Review",Community Participation; Female; Health Promotion/methods; Health Promotion/standards; Humans; Male; Maternal Health; Program Evaluation; Reproductive Health,Closed Access,closed,,
20451461,Review of subspeciality training in obstetrics and gynaecology.,"Subspeciality training in obstetrics and gynaecology in the United Kingdom was introduced more than 25 years ago following a report published by a working party of the Royal College of Obstetricians and Gynaecologists (RCOG) in 1982. There are now over 400 accredited subspecialists and over 150 approved subspeciality training programmes. It is timely to consider whether there are sufficient or too many subspeciality training programmes and whether some of the training resource should be directed towards delivery of advanced training skills modules (ATSMs). It is 5 years since the establishment of the Postgraduate Medical Education and Training Board (PMETB), which has responsibility for all postgraduate medical education and training, which includes the subspecialities. This has changed the way that new centres are approved and training programmes monitored and assessed. The RCOG has the expertise and experience to ensure that programmes deliver high-quality training to develop doctors for the future who will become leaders in their field. Changes to the curriculum and methods of assessment of trainees need to be integrated into the structures developed by PMETB.",Best practice & research. Clinical obstetrics & gynaecology,2010 Dec,2010,December,,David I M Farquharson,,10.1016/j.bpobgyn.2010.03.002,https://doi.org/10.1016/j.bpobgyn.2010.03.002,,24,6,eng,Netherlands,Journal Article; Review,"Clinical Competence; Education, Medical, Graduate/organization & administration; Education, Medical, Graduate/standards; Education, Medical, Graduate/trends; Educational Measurement/methods; Gynecology/education; Gynecology/trends; Obstetrics/education; Obstetrics/trends; United Kingdom; Workforce",Closed Access,closed,,
